Account_Length,Vmail_Message,Day_Mins,Eve_Mins,Night_Mins,Intl_Mins,CustServ_Calls,Day_Calls,Day_Charge,Eve_Calls,Eve_Charge,Night_Calls,Night_Charge,Intl_Calls,Intl_Charge,mins_use,customer_value,charge_rate,Intl_Plan,Vmail_Plan,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
0.4793388429752066,0.0,0.3392246294184721,0.5155347814132527,0.4467455621301775,0.5750000000000001,0.1111111111111111,0.496969696969697,0.3392018779342723,0.6352941176470588,0.5156907149789712,0.4507042253521126,0.4471010161386729,0.15000000000000002,0.5759259259259258,0.3666278876516536,0.3396612947282163,0.4313437811213017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5165289256198348,0.6078431372549019,0.7924743443557583,0.6961781688204564,0.5379236148466918,0.435,0.0,0.5333333333333333,0.7924211938296446,0.38235294117647056,0.6962148172112584,0.5704225352112676,0.5379557680812911,0.2,0.4351851851851852,0.7964101711816519,0.7954110898661566,0.6020011039707762,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3305785123966942,0.0,0.4150513112884833,0.7915864723673357,0.4263044647660032,0.46,0.2222222222222222,0.3575757575757576,0.41498993963782704,0.7705882352941177,0.7916531866709803,0.6197183098591549,0.42677824267782427,0.2,0.4592592592592593,0.5650656473325579,0.5046435400163889,0.445446594274443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4545454545454546,0.0,0.6539338654503991,0.5886719824030795,0.7165142549757936,0.52,0.4444444444444444,0.6484848484848484,0.653923541247485,0.5823529411764706,0.5888062115820123,0.4366197183098591,0.7166766288105201,0.30000000000000004,0.5203703703703704,0.7610104703340534,0.6843758535919149,0.4804992884270172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.19834710743801653,0.0,0.6744583808437856,0.6073687104756668,0.33243679397525555,0.4450000000000001,0.1111111111111111,0.5515151515151515,0.6743796109993293,0.8588235294117647,0.6075703655774829,0.5704225352112676,0.33293484757919906,0.1,0.4444444444444444,0.5469503074621904,0.6156787762906311,0.6774921273503882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3842975206611571,0.0,0.6984036488027366,0.4960131976904042,0.6447014523937601,0.485,0.1111111111111111,0.6787878787878788,0.6983568075117371,0.5352941176470588,0.4959560012940796,0.5070422535211268,0.6449491930663479,0.30000000000000004,0.4851851851851852,0.6865547615090577,0.6623873258672495,0.5437500680331935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2396694214876033,0.0,0.5114025085518814,0.6392631289524333,0.4104357181280258,0.735,0.0,0.4848484848484849,0.51140174379611,0.5823529411764706,0.6392753154318991,0.5070422535211268,0.4106395696353856,0.15000000000000002,0.7351851851851852,0.5193618082100715,0.5355094236547391,0.5736046631683058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,0.7843137254901961,0.6168757126567845,0.6865548529007424,0.43760086067778375,0.635,0.1111111111111111,0.4848484848484849,0.6168678739101274,0.5294117647058824,0.6865092203170495,0.4647887323943662,0.4381350866706515,0.2,0.6351851851851852,0.6262256938673758,0.6402622234362196,0.593992951435675,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.4834710743801653,0.0,0.4002280501710376,0.514434973879571,0.4967724583109198,0.395,0.0,0.6787878787878788,0.4002347417840376,0.3529411764705882,0.5143966353930767,0.8591549295774649,0.4973102211595936,0.05,0.3944444444444444,0.4324414159880338,0.3869161431302924,0.4211469823949734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.04132231404958678,0.4705882352941176,0.3748574686431015,0.6329392356337641,0.700645508337816,0.5,0.2222222222222222,0.5939393939393941,0.37491616364855795,0.6529411764705882,0.6331284373989,0.38028169014084495,0.7011356843992826,0.15000000000000002,0.5,0.6152567724779789,0.4707730128380225,0.31733293653998995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.5123966942148761,0.0,0.5461801596351197,0.5653010723123453,0.5029585798816568,0.46,0.2222222222222222,0.696969696969697,0.5461099932930921,0.6352941176470588,0.5655127790359107,0.6338028169014085,0.5032875074716079,0.15000000000000002,0.4592592592592593,0.5521023765996345,0.5334608030592733,0.5175163089145223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5123966942148761,0.7647058823529411,0.6730330672748005,0.7951608468518009,0.4093598708983324,0.455,0.2222222222222222,0.6484848484848484,0.6730382293762576,0.6470588235294118,0.7952119055321902,0.5211267605633803,0.40944411237298267,0.2,0.4555555555555556,0.7071630380588332,0.712100518983884,0.5949872312637787,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.48760330578512395,0.0,0.6599201824401368,0.7338465768490513,0.5051102743410436,0.3700000000000001,0.1111111111111111,0.496969696969697,0.6599597585513078,0.5705882352941176,0.7340666450986736,0.5985915492957746,0.5050806933652122,0.5,0.3703703703703704,0.7216220707994017,0.6912045889101337,0.5420359031494058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3677685950413223,0.0,0.32269099201824397,0.5204839153148201,0.668639053254438,0.7050000000000001,0.3333333333333333,0.6545454545454545,0.3226022803487592,0.3705882352941177,0.5205435134260757,0.6408450704225352,0.6688583383144053,0.2,0.7055555555555555,0.4970915738740235,0.3884184649003006,0.32512814067617457,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1900826446280992,0.5490196078431373,0.3198403648802737,0.4256255155347815,0.3859601936525013,0.53,0.0,0.42424242424242425,0.3197518443997317,0.6235294117647059,0.4257521837593012,0.5070422535211268,0.3861326957561267,0.1,0.5296296296296296,0.2634203091241482,0.2685058727123737,0.4586792151924153,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.4380165289256199,0.7254901960784313,0.17103762827822122,0.28100082485565026,0.6417428725121034,0.555,0.0,0.6181818181818182,0.1710261569416499,0.4705882352941176,0.2811387900355872,0.5140845070422535,0.6419605499103407,0.15000000000000002,0.5555555555555556,0.24729931859730764,0.1466812346353456,0.17198497032217142,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.475206611570248,0.5294117647058824,0.5002850627137971,0.5790486664833654,0.7305002689618075,0.34500000000000003,0.1111111111111111,0.8303030303030303,0.500335345405768,0.3529411764705882,0.5791006146878033,0.6197183098591549,0.7310221159593544,0.25,0.34444444444444444,0.6742562738906432,0.5454793772193389,0.3691541935057547,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6611570247933884,0.0,0.540478905359179,0.7352213362661534,0.4338353953738569,0.065,0.1111111111111111,0.4727272727272727,0.5404091213950368,0.6882352941176471,0.7353607246845681,0.7323943661971831,0.4339509862522416,0.30000000000000004,0.06481481481481481,0.6087751371115173,0.5555859054903032,0.47327548993421004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.4090909090909091,0.5294117647058824,0.6319840364880274,0.6491613967555677,0.4558902635825712,0.4,0.0,0.6060606060606061,0.6319584171696848,0.4117647058823529,0.6493044322225817,0.4084507042253521,0.4560669456066946,0.2,0.4,0.6237327571879674,0.623600109259765,0.5691458334160749,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3305785123966942,0.0,0.4375712656784493,0.5433049216387132,0.4714900484131253,0.315,0.2222222222222222,0.6,0.43762575452716296,0.6,0.5435134260757037,0.3732394366197183,0.4716078900179318,0.1,0.3148148148148148,0.4560412165530995,0.41791860147500703,0.4464216226721225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3347107438016529,0.5686274509803921,0.4669327251995439,0.3709100907341216,0.15088757396449706,0.4400000000000001,0.2222222222222222,0.4666666666666667,0.4669684775318579,0.6588235294117647,0.3710773212552572,0.4366197183098591,0.1512253436939629,0.1,0.4407407407407407,0.17084926042878518,0.3051078940180279,0.7876234015474062,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3057851239669422,0.5294117647058824,0.33494868871151656,0.5686004949133902,0.4604626143087682,0.21,0.3333333333333333,0.6181818181818182,0.3350100603621731,0.7470588235294118,0.568747978000647,0.5704225352112676,0.4608487746563061,0.35000000000000003,0.20925925925925926,0.4046867209572877,0.3347446052990987,0.3558157399918538,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.44214876033057854,0.6862745098039216,0.4840364880273661,0.4775914215012372,0.514792899408284,0.475,0.2222222222222222,0.8242424242424242,0.4840710932260229,0.5941176470588235,0.4775153671950825,0.5070422535211268,0.5152420800956365,0.35000000000000003,0.4759259259259258,0.4701678577364135,0.44974050805790783,0.487485241349344,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.13636363636363635,0.0,0.5521664766248574,0.3489139400604894,0.5325443786982249,0.4400000000000001,0.0,0.4484848484848485,0.5521462105969148,0.4941176470588236,0.3490779682950501,0.9366197183098592,0.5325762104004781,0.2,0.4407407407407407,0.4430779458201761,0.452335427478831,0.5387768661110606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3057851239669422,0.0,0.5430444697833523,0.4905141600219962,0.3743948359332975,0.655,0.1111111111111111,0.5515151515151515,0.5430918846411804,0.4411764705882353,0.4904561630540278,0.5633802816901409,0.3747758517632994,0.25,0.6555555555555556,0.4256273890643177,0.4844304834744606,0.6374523935896652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.4173553719008265,0.0,0.4974344355758267,0.6510860599395106,0.664873587950511,0.425,0.0,0.4787878787878788,0.4974849094567405,0.8,0.6512455516014235,0.5422535211267605,0.6652719665271967,0.25,0.4259259259259259,0.6755858401196609,0.5645998361103524,0.3988338965998397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2933884297520661,0.4117647058823529,0.5322120866590649,0.9210888094583448,0.4410973641742872,0.8250000000000001,0.1111111111111111,0.6545454545454545,0.5321931589537223,0.5058823529411764,0.9213846651569072,0.6056338028169014,0.4411237298266587,0.2,0.8259259259259258,0.7207910919062657,0.6851953018301009,0.5336817987184637,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7603305785123967,0.5882352941176471,0.4392816419612315,0.3263678856200165,0.6325981710597095,0.645,0.2222222222222222,0.6909090909090909,0.4393024815560027,0.6235294117647059,0.32643157554189584,0.5070422535211268,0.6329946204423192,0.15000000000000002,0.6444444444444444,0.4254611932856906,0.3888281890193936,0.4367173385608337,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.14462809917355374,0.0,0.3338084378563284,0.647236733571625,0.5328133405056482,0.45,0.0,0.5696969696969697,0.3338363514419853,0.6882352941176471,0.6473633128437399,0.528169014084507,0.5331739390316796,0.1,0.45,0.4962605949808874,0.4012564872985524,0.3513111601347285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2892561983471075,0.4509803921568628,0.5008551881413911,0.7118504261754193,0.6594943518020441,0.7050000000000001,0.1111111111111111,0.496969696969697,0.5008383635144199,0.8,0.7120672921384665,0.8521126760563381,0.6598924088463838,0.35000000000000003,0.7055555555555555,0.7109855409672594,0.6124009833378858,0.4312109745778878,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4545454545454546,0.0,0.5182440136830103,0.43469892768765467,0.6535771920387305,0.485,0.0,0.7090909090909091,0.5182763246143528,0.5352941176470588,0.4348107408605629,0.6338028169014085,0.6539151225343695,0.45,0.4851851851851852,0.5499418314774804,0.4919420923245014,0.444332502736692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3801652892561984,0.3725490196078432,0.3899657924743444,0.4935386307396206,0.12883270575578265,0.625,0.2222222222222222,0.6848484848484848,0.3900067069081154,0.6176470588235294,0.4936913620187642,0.4366197183098591,0.12910938433950986,0.15000000000000002,0.6259259259259259,0.18647166361974404,0.3027861240098336,0.7365927238865702,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2479338842975207,0.0,0.5635689851767388,0.4184767665658509,0.5320064550833782,0.35000000000000003,0.2222222222222222,0.7151515151515152,0.5635479543930249,0.5647058823529412,0.4186347460368813,0.4225352112676056,0.5325762104004781,0.15000000000000002,0.35,0.491440917400698,0.4842939087680962,0.5208599213602585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2933884297520661,0.0,0.7765108323831242,0.2966730822106132,0.4365250134480904,0.635,0.0,0.5333333333333333,0.7764922870556674,0.7352941176470588,0.2966677450663216,0.3380281690140845,0.4369396294082487,0.1,0.6351851851851852,0.4829649326907096,0.6054356733133024,0.7741061582905528,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4793388429752066,0.6078431372549019,0.2990307867730901,0.6532856750068737,0.6460462614308767,0.385,0.3333333333333333,0.696969696969697,0.2989604292421193,0.7352941176470588,0.6535101908767389,0.5,0.6461446503287507,0.30000000000000004,0.3851851851851852,0.549609439920226,0.396476372575799,0.2688104459640599,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3925619834710744,0.8823529411764706,0.709236031927024,0.3857574924388232,0.6465841850457236,0.515,0.3333333333333333,0.7515151515151515,0.7092555331991952,0.4529411764705882,0.3859592364930443,0.4859154929577465,0.6467423789599521,0.1,0.5148148148148147,0.6273890643177664,0.6274242010379678,0.5702684815500583,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.615702479338843,0.0,0.3591790193842645,0.6557602419576574,0.7044109736417429,0.51,0.3333333333333333,0.6,0.3591549295774649,0.4294117647058823,0.6557748301520544,0.471830985915493,0.7047220561864913,0.30000000000000004,0.5092592592592592,0.6222369951803224,0.4689975416552853,0.3055066043389369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4586776859504133,0.0,0.5510262257696694,0.7261479241132802,0.2834857450242065,0.455,0.4444444444444444,0.5818181818181818,0.5509725016767271,0.7235294117647059,0.7263021675833063,0.5774647887323944,0.2839210998206814,0.15000000000000002,0.4555555555555556,0.5165364799734087,0.5549030319584813,0.6152551182164514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.44214876033057854,0.4901960784313725,0.4866020524515393,0.3021721198790212,0.3832705755782678,0.435,0.3333333333333333,0.5333333333333333,0.4865861837692824,0.6647058823529411,0.3021675833063733,0.4647887323943662,0.38374178123132097,0.05,0.4351851851851852,0.2843609772311783,0.34471455886369845,0.6071341944152226,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.4834710743801653,0.7058823529411764,0.8406499429874572,0.4555952708276052,0.4464766003227541,0.4900000000000001,0.3333333333333333,0.6424242424242425,0.8405432595573442,0.6764705882352942,0.4555160142348755,0.21126760563380284,0.4465032875074716,0.25,0.4907407407407407,0.6225693867375768,0.7161977601748157,0.7300688106082316,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.045454545454545456,0.0,0.6177309007981756,0.32031894418476764,0.5293168370091448,0.4900000000000001,0.2222222222222222,0.7090909090909091,0.6177062374245473,0.7411764705882353,0.3202846975088968,0.5422535211267605,0.529587567244471,0.2,0.4907407407407407,0.4620242645836797,0.4965856323408904,0.5956082875065449,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.578512396694215,0.0,0.741733181299886,0.4927137750893593,0.3006993006993007,0.36000000000000004,0.3333333333333333,0.7939393939393941,0.7416163648558015,0.7058823529411764,0.4927208023293433,0.6056338028169014,0.301255230125523,0.4,0.3592592592592592,0.4972577696526507,0.6084403168533186,0.752795053855275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
